step,total_reward,format,verdict,mutation_type,mutation_point,provenance,source_reliability,hallucination_penalty,brier_penalty,missing_fields,missing_keys,partial_credit,parse_error,completion_preview
956,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
957,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""tit"
958,-0.08,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type', 'confidence'}",0.02,,"{   ""mutation_point"": 3,   ""mutation_type"": ""figures distortion"",   ""mutation_sc"
959,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""ins"
960,-0.08,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.02,,"{   ""mutation_point"": 2,   ""mutation_type"": ""mutation"",   ""mutation_scope"": ""nat"
961,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
962,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""glo"
963,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 0,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""glo"
964,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation_scope"
965,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""tit"
966,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
967,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
968,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
969,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""glo"
970,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
971,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""quantitative"",   ""mutation_scope"": "
972,-0.03,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id', 'confidence'}",0.07,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
973,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""com"
974,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
975,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""comparative_figures"",   ""mutation_s"
976,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
977,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
978,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
979,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""distorted statistic"",   ""mutation_s"
980,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
981,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
982,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
983,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
984,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{     ""mutation_point"": 4,     ""mutation_type"": ""omission"",     ""mutation_scope"""
985,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""financial_figures"",   ""mutation"": """
986,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""fraudulent_claims"",   ""mutation"": """
987,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
988,0.24,0.05,0.0,0.18,0.09,0.0,0.0,-0.0,-0.08,,,,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
989,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_point"": ""DOC-15C4"""
990,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""rep"
991,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
992,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
993,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
994,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
995,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
996,0.68,0.05,0.3,0.18,0.18,0.0,0.0,-0.03,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
997,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
998,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
999,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1000,0.01,-0.05,,,,,,,,1.0,{'mutation_type'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1001,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1002,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1003,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1004,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1005,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1006,0.9998,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0002,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1007,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""The repor"
1008,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1009,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1010,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1011,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1012,-0.01,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.09,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""The word "
1013,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1014,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1015,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1016,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""The FY202"
1017,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1018,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""AND THAT'"
1019,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""fabrication"",   ""mutation"": {     """
1020,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1021,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1022,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation"": ""And that'"
1023,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""verdict"": ""mutation"",   ""mutation_point"": 31,   ""mutation_type"": ""magnitude"
1024,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation"": ""Skilled a"
1025,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1026,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1027,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""verdict"": ""real_news"",   ""mutation_type"": ""none"",   ""mutation_point"": 0,   "
1028,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""The prima"
1029,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation"": {     ""mutation_point"": 3,     ""mutation_type"": ""omission"",     "
1030,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""282% of p"
1031,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""The unemp"
1032,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1033,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""2024 HX4 "
1034,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""The term "
1035,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation"": ""omits the"
1036,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""SIXTEEN% "
1037,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": ""doc-0006"",   ""mutation_type"": ""omission"",   ""mutation"": """
1038,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": ""doc-0003"",   ""mutation_type"": ""omission"",   ""mutation_sco"
1039,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""omits the"
1040,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": ""DOC-0006"",   ""mutation_type"": ""omission"",   ""mutation_sco"
1041,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation"": ""Distorted"
1042,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1043,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""The FY202"
1044,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 6,   ""mutation_type"": ""omission"",   ""mutation"": ""And that'"
1045,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_word"",   ""mutation_scope"": "
1046,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 5,   ""mutation_type"": ""omission"",   ""mutation"": ""Omission "
1047,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1048,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1049,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""A 3.2% de"
1050,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""figure distortion"",   ""mutation"": """
1051,-0.01,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.09,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_point"": null }"
1052,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1053,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1054,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1055,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation"": ""Le"
1056,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation"": ""The word "
1057,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1058,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": ""DOC1"",   ""mutation_type"": ""omission-based"",   ""mutation"":"
1059,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1060,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude"",   ""mutation_point_inter"
1061,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1062,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1063,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 7,   ""mutation_type"": ""omission"",   ""mutation"": ""The word "
1064,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1065,0.4125,0.05,0.0,0.0,0.18,0.18,0.0825,-0.0,-0.08,,,,,"{   ""verdict"": ""true"",   ""mutation_point"": ""DOC-0003"",   ""mutation_type"": ""super"
1066,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1067,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1068,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1069,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'mutation_type'}",0.04,,"{   ""verdict"": ""true"",   ""confidence"": 0.95 }"
1070,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""com"
1071,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_context"",   ""mutation"": ""Th"
1072,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""OmitedKeyDetails"",   ""mutation"": ""T"
1073,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1074,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id'}",0.04,,"{   ""mutation_point"": ""DOC-0003"",   ""mutation_type"": ""omission"",   ""mutation_sco"
1075,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1076,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1077,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1078,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_point_docume"
1079,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": ""doc-0001"",   ""mutation_type"": ""missed"",   ""mutation_posit"
1080,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""mutation_"
1081,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1082,-0.06,-0.05,,,,,,,,1.0,"{'verdict', 'mutation_doc_id'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""scope"": """
1083,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""omission"",   ""mutation_doc_id"": ""DOC"
1084,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1085,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 3,   ""mutation_type"": ""point omission"",   ""mutation_scope"""
1086,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 1,   ""mutation_type"": ""omitted_word"",   ""mutation_scope"": "
1087,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1088,-0.15,-0.15,,,,,,,,,,,1.0,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation_scope"": ""nat"
1089,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""magnitude distortion"",   ""mutation_"
1090,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omission"",   ""mutation"": ""The mutat"
1091,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""omitted_operation"",   ""mutation_sco"
1092,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1093,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""arithmetic"",   ""mutation_scope"": ""f"
1094,0.06,-0.05,,,,,,,,1.0,{'confidence'},0.16,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1095,0.9707,0.05,0.3,0.18,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""distortion"",   ""mutation_doc_id"": ""D"
1096,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 3,   ""mutation_type"": ""comparative_figure distortion"",   """
1097,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1098,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 0,   ""mutation_type"": ""omitted_word"",   ""mutation"": ""free"""
1099,0.7907,0.05,0.3,0.0,0.18,0.18,0.0825,-0.0,-0.0018,,,,,"{   ""verdict"": ""false"",   ""mutation_type"": ""mutation_point"",   ""mutation_doc_id"""
1100,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": 2,   ""mutation_type"": ""figure"",   ""mutation_point_name"": """
1101,1.0,0.05,0.3,0.18,0.18,0.18,0.11,-0.0,-0.0,,,,,"{   ""verdict"": ""true"",   ""mutation_type"": ""none"",   ""mutation_doc_id"": null,   """
1102,0.01,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.11,,"{   ""verdict"": ""true"",   ""mutation_point"": ""DOC-6E78"",   ""mutation_type"": ""none"""
1103,-0.06,-0.05,,,,,,,,1.0,"{'mutation_doc_id', 'confidence'}",0.04,,"{   ""mutation_point"": 2,   ""mutation_type"": ""omitted_context"",   ""mutation_point"
1104,-0.04,-0.05,,,,,,,,1.0,{'mutation_doc_id'},0.06,,"{   ""mutation_point"": ""doc-0006"",   ""mutation_type"": ""addition"",   ""mutation_sco"
